timestamp,domain,measure
297,freq_package-0,1777130.125
300,psys-1,22.61513
300,core-0,8.36262
300,package-0,13.12555
300,uncore-0,0.77033
300,package-global,13.12555
300,cpu%_package-global,24.53724
300,cpu%_package-0,24.55626
300,freq_package-0,1990800.75
303,psys-1,22.57156
303,core-0,8.38281
303,package-0,13.15209
303,uncore-0,0.78078
303,package-global,13.15209
303,cpu%_package-global,24.25422
303,cpu%_package-0,24.39813
303,freq_package-0,2002420.5
306,psys-1,22.53927
306,core-0,8.51468
306,package-0,13.1559
306,uncore-0,0.65677
306,package-global,13.1559
306,cpu%_package-global,24.31034
306,cpu%_package-0,24.69657
306,freq_package-0,2087648.5
309,psys-1,22.38445
309,core-0,8.44475
309,package-0,13.02672
309,uncore-0,0.59654
309,package-global,13.02672
309,cpu%_package-global,24.66752
309,cpu%_package-0,24.61436
309,freq_package-0,2341646.875
312,psys-1,22.02733
312,core-0,7.91267
312,package-0,12.70491
312,uncore-0,0.80896
312,package-global,12.70491
312,cpu%_package-global,24.52668
312,cpu%_package-0,24.10242
312,freq_package-0,2480190.375
315,psys-1,22.31311
315,core-0,8.24452
315,package-0,12.97199
315,uncore-0,0.73374
315,package-global,12.97199
315,cpu%_package-global,24.76314
315,cpu%_package-0,24.82791
315,freq_package-0,2163447.75
318,psys-1,22.02706
318,core-0,8.09476
318,package-0,12.76851
318,uncore-0,0.70318
318,package-global,12.76851
318,cpu%_package-global,24.2555
318,cpu%_package-0,24.8636
318,freq_package-0,2227532.75
321,psys-1,21.96039
321,core-0,8.05787
321,package-0,12.77982
321,uncore-0,0.72351
321,package-global,12.77982
321,cpu%_package-global,24.94633
321,cpu%_package-0,25.15103
321,freq_package-0,2314373.625
324,psys-1,22.20264
324,core-0,8.31065
324,package-0,13.04701
324,uncore-0,0.72254
324,package-global,13.04701
324,cpu%_package-global,24.49332
324,cpu%_package-0,24.61509
324,freq_package-0,1887961.0
327,psys-1,22.00992
327,core-0,8.18567
327,package-0,12.88454
327,uncore-0,0.6742
327,package-global,12.88454
327,cpu%_package-global,24.52668
327,cpu%_package-0,24.41649
327,freq_package-0,2447826.875
330,psys-1,22.14239
330,core-0,8.16691
330,package-0,12.99438
330,uncore-0,0.79173
330,package-global,12.99438
330,cpu%_package-global,24.20824
330,cpu%_package-0,25.19488
330,freq_package-0,2086942.25
333,psys-1,22.39284
333,core-0,8.4821
333,package-0,13.22626
333,uncore-0,0.70384
333,package-global,13.22626
333,cpu%_package-global,24.49332
333,cpu%_package-0,24.77755
333,freq_package-0,2216661.375
336,psys-1,22.592
